,AGWP_ch4
684,7.070919971153986e-17
685,6.57875918170326e-17
686,6.090879133572784e-17
687,5.607243469790995e-17
688,5.1278161408004454e-17
689,4.652561401862182e-17
690,4.1814438104819333e-17
691,3.71442822385757e-17
692,3.251479796348855e-17
693,2.792563976967819e-17
694,2.337646506890655e-17
695,1.8866934169910767e-17
696,1.4396710253932943e-17
697,9.965459350469652e-18
698,5.57285031321662e-18
699,1.2185547962215613e-18
700,-3.097752769762525e-18
701,-7.376395200727819e-18
702,-1.1617692582657142e-17
703,-1.582196229458286e-17
704,-1.9989519031442934e-17
705,-2.4120674826746485e-17
706,-2.821573907505149e-17
707,-3.2275018554245955e-17
708,-3.629881744764876e-17
709,-4.0287437365919164e-17
710,-4.4241177368778303e-17
711,-4.816033398655889e-17
712,-5.20452012415585e-17
713,-5.589607066922453e-17
714,-5.971323133915336e-17
715,-6.349696987591336e-17
716,-6.724757047969656e-17
717,-7.096531494678739e-17
718,-7.465048268987e-17
719,-7.83033507581539e-17
720,-8.192419385733418e-17
721,-8.551328436938532e-17
722,-8.907089237218237e-17
723,-9.259728565896215e-17
724,-9.60927297576177e-17
725,-9.955748794982584e-17
726,-1.0299182129002443e-16
727,-1.0639598862421534e-16
728,-1.0977024660862072e-16
729,-1.131148497281742e-16
730,-1.1643005031485864e-16
731,-1.1971609856589058e-16
732,-1.229732425617477e-16
733,-1.2620172828404766e-16
734,-1.294017996332748e-16
735,-1.3257369844635317e-16
736,-1.3571766451408046e-16
737,-1.388339355984047e-16
738,-1.4192274744956156e-16
739,-1.4498433382306592e-16
740,-1.4801892649655654e-16
741,-1.5102675528650413e-16
742,-1.5400804806477211e-16
743,-1.5696303077504488e-16
744,-1.598919274491102e-16
745,-1.6279496022300858e-16
746,-1.6567234935304566e-16
747,-1.6852431323166734e-16
748,-1.7135106840320449e-16
749,-1.7415282957948154e-16
750,-1.769298096552934e-16
751,-1.796822197237558e-16
752,-1.824102690915204e-16
753,-1.8511416529386553e-16
754,-1.8779411410965834e-16
755,-1.9045031957618868e-16
756,-1.9308298400388288e-16
757,-1.9569230799088562e-16
758,-1.9827849043752737e-16
759,-2.0084172856066348e-16
760,-2.0338221790789336e-16
761,-2.059001523716626e-16
762,-2.0839572420324203e-16
763,-2.1086912402659181e-16
764,-2.1332054085210742e-16
765,-2.1575016209024753e-16
766,-2.1815817356505226e-16
767,-2.205447595275408e-16
768,-2.2291010266900136e-16
769,-2.252543841341644e-16
770,-2.27577783534269e-16
771,-2.2988047896001594e-16
772,-2.3216264699441104e-16
773,-2.344244627255042e-16
774,-2.3666609975901485e-16
775,-2.3888773023085633e-16
776,-2.41089524819552e-16
777,-2.432716527585449e-16
778,-2.4543428184840804e-16
779,-2.475775784689469e-16
780,-2.497017075912026e-16
781,-2.518068327893534e-16
782,-2.538931162525139e-16
783,-2.559607187964376e-16
784,-2.580097998751182e-16
785,-2.600405175922941e-16
786,-2.6205302871285563e-16
787,-2.6404748867415524e-16
788,-2.6602405159722447e-16
789,-2.6798287029789187e-16
790,-2.699240962978129e-16
791,-2.718478798354019e-16
792,-2.7375436987667325e-16
793,-2.7564371412599285e-16
794,-2.7751605903673505e-16
795,-2.793715498218539e-16
796,-2.812103304643624e-16
797,-2.830325437277227e-16
798,-2.848383311661518e-16
799,-2.8662783313483693e-16
800,-2.884011888000669e-16
801,-2.901585361492769e-16
802,-2.919000120010077e-16
803,-2.936257520147838e-16
804,-2.9533589070090314e-16
805,-2.970305614301507e-16
806,-2.9870989644342415e-16
807,-3.0037402686128097e-16
808,-3.020230826934055e-16
809,-3.0365719284799445e-16
810,-3.052764851410642e-16
811,-3.0688108630567975e-16
812,-3.08471122001104e-16
813,-3.1004671682187316e-16
814,-3.1160799430679057e-16
815,-3.1315507694785026e-16
816,-3.1468808619908114e-16
817,-3.162071424853174e-16
818,-3.177123652108963e-16
819,-3.1920387276828004e-16
820,-3.206817825466081e-16
821,-3.2214621094017415e-16
822,-3.235972733568326e-16
823,-3.2503508422633596e-16
824,-3.264597570085985e-16
825,-3.278714042018932e-16
826,-3.2927013735097707e-16
827,-3.306560670551498e-16
828,-3.320293029762431e-16
829,-3.3338995384654286e-16
830,-3.347381274766453e-16
831,-3.3607393076324545e-16
832,-3.3739746969686065e-16
833,-3.3870884936948916e-16
834,-3.400081739822026e-16
835,-3.412955468526763e-16
836,-3.425710704226557e-16
837,-3.4383484626535653e-16
838,-3.4508697509280826e-16
839,-3.463275567631304e-16
840,-3.475566902877501e-16
841,-3.487744738385581e-16
842,-3.499810047550036e-16
843,-3.5117637955113093e-16
844,-3.5236069392255444e-16
845,-3.535340427533773e-16
846,-3.5469652012304964e-16
847,-3.5584821931316877e-16
848,-3.5698923281422465e-16
849,-3.5811965233228423e-16
850,-3.5923956879562365e-16
851,-3.603490723613016e-16
852,-3.6144825242167756e-16
853,-3.6253719761087655e-16
854,-3.6361599581119677e-16
855,-3.646847341594659e-16
856,-3.657434990533424e-16
857,-3.6679237615756183e-16
858,-3.6783145041013464e-16
859,-3.6886080602848766e-16
860,-3.6988052651555534e-16
861,-3.7089069466582094e-16
862,-3.7189139257130263e-16
863,-3.7288270162749436e-16
864,-3.738647025392523e-16
865,-3.74837475326634e-16
866,-3.7580109933068664e-16
867,-3.767556532191877e-16
868,-3.77701214992337e-16
869,-3.7863786198839917e-16
870,-3.795656708893007e-16
871,-3.804847177261785e-16
872,-3.8139507788488114e-16
873,-3.8229682611142524e-16
874,-3.8319003651740345e-16
875,-3.840747825853498e-16
876,-3.8495113717405694e-16
877,-3.858191725238496e-16
878,-3.8667896026181445e-16
879,-3.8753057140698377e-16
880,-3.883740763754772e-16
881,-3.892095449855995e-16
882,-3.900370464628941e-16
883,-3.9085664944515647e-16
884,-3.916684219874018e-16
885,-3.924724315667944e-16
886,-3.932687450875332e-16
887,-3.940574288856954e-16
888,-3.948385487340419e-16
889,-3.956121698467789e-16
890,-3.963783568842829e-16
891,-3.97137173957782e-16
892,-3.978886846340003e-16
893,-3.9863295193976246e-16
894,-3.9937003836655923e-16
895,-4.0010000587507367e-16
896,-4.008229158996707e-16
897,-4.015388293528478e-16
898,-4.0224780662964757e-16
899,-4.029499076120349e-16
900,-4.0364519167323476e-16
901,-4.043337176820356e-16
902,-4.050155440070541e-16
903,-4.05690728520967e-16
904,-4.0635932860470383e-16
905,-4.0702140115160656e-16
906,-4.076770025715535e-16
907,-4.0832618879504703e-16
908,-4.0896901527726986e-16
909,-4.096055370021037e-16
910,-4.1023580848611637e-16
911,-4.108598837825134e-16
912,-4.114778164850581e-16
913,-4.120896597319579e-16
914,-4.1269546620971614e-16
915,-4.132952881569544e-16
916,-4.138891773681996e-16
917,-4.144771851976417e-16
918,-4.150593625628574e-16
919,-4.156357599485041e-16
920,-4.162064274099816e-16
921,-4.167714145770636e-16
922,-4.173307706574977e-16
923,-4.1788454444057605e-16
924,-4.184327843006748e-16
925,-4.18975538200764e-16
926,-4.1951285369588953e-16
927,-4.2004477793662154e-16
928,-4.205713576724785e-16
929,-4.21092639255319e-16
930,-4.2160866864270634e-16
931,-4.221194914012449e-16
932,-4.226251527098865e-16
933,-4.2312569736321223e-16
934,-4.236211697746824e-16
935,-4.2411161397986254e-16
936,-4.245970736396204e-16
937,-4.2507759204329607e-16
938,-4.255532121118458e-16
939,-4.2602397640095913e-16
940,-4.2648992710414937e-16
941,-4.269511060558184e-16
942,-4.274075547342953e-16
943,-4.278593142648494e-16
944,-4.2830642542267754e-16
945,-4.287489286358678e-16
946,-4.2918686398833495e-16
947,-4.2962027122273403e-16
948,-4.3004918974334884e-16
949,-4.3047365861895423e-16
950,-4.3089371658565584e-16
951,-4.3130940204970667e-16
952,-4.3172075309029683e-16
953,-4.321278074623228e-16
954,-4.3253060259913175e-16
955,-4.3292917561524284e-16
956,-4.3332356330904604e-16
957,-4.3371380216547743e-16
958,-4.3409992835867234e-16
959,-4.344819777545962e-16
960,-4.3485998591365326e-16
961,-4.35233988093272e-16
962,-4.356040192504708e-16
963,-4.3597011404440017e-16
964,-4.363323068388643e-16
965,-4.366906317048215e-16
966,-4.3704512242286283e-16
967,-4.3739581248567e-16
968,-4.377427351004537e-16
969,-4.3808592319136847e-16
970,-4.384254094019113e-16
971,-4.387612260972954e-16
972,-4.390934053668078e-16
973,-4.394219790261451e-16
974,-4.3974697861972884e-16
975,-4.400684354230034e-16
976,-4.4038638044471334e-16
977,-4.407008444291604e-16
978,-4.410118578584443e-16
979,-4.41319450954681e-16
980,-4.4162365368220534e-16
981,-4.419244957497537e-16
982,-4.4222200661262807e-16
983,-4.4251621547484184e-16
984,-4.4280715129124846e-16
985,-4.430948427696509e-16
986,-4.433793183728938e-16
987,-4.4366060632093805e-16
988,-4.4393873459291775e-16
989,-4.442137309291793e-16
990,-4.44485622833305e-16
991,-4.447544375741168e-16
992,-4.450202021876649e-16
993,-4.452829434792002e-16
994,-4.455426880251279e-16
995,-4.457994621749469e-16
996,-4.460532920531707e-16
997,-4.463042035612344e-16
998,-4.465522223793828e-16
999,-4.467973739685452e-16
1000,-4.470396835721926e-16
