,AGWP_ch4
481,2.5100423502787346e-12
482,2.5106830631234617e-12
483,2.5113203525200744e-12
484,2.5119542441444846e-12
485,2.5125847634688297e-12
486,2.513211935763143e-12
487,2.513835786097007e-12
488,2.5144563393411935e-12
489,2.5150736201692913e-12
490,2.5156876530593154e-12
491,2.5162984622953128e-12
492,2.5169060719689434e-12
493,2.5175105059810548e-12
494,2.5181117880432435e-12
495,2.5187099416794e-12
496,2.5193049902272456e-12
497,2.5198969568398503e-12
498,2.5204858644871454e-12
499,2.521071735957418e-12
500,2.5216545938587935e-12
501,2.522234460620709e-12
502,2.5228113584953733e-12
503,2.5233853095592117e-12
504,2.5239563357143024e-12
505,2.5245244586898005e-12
506,2.5250897000433477e-12
507,2.5256520811624736e-12
508,2.5262116232659824e-12
509,2.5267683474053315e-12
510,2.5273222744659934e-12
511,2.5278734251688125e-12
512,2.5284218200713474e-12
513,2.5289674795691983e-12
514,2.529510423897334e-12
515,2.5300506731313955e-12
516,2.5305882471889986e-12
517,2.5311231658310168e-12
518,2.5316554486628645e-12
519,2.5321851151357593e-12
520,2.5327121845479787e-12
521,2.533236676046106e-12
522,2.5337586086262646e-12
523,2.5342780011353466e-12
524,2.5347948722722224e-12
525,2.5353092405889485e-12
526,2.5358211244919607e-12
527,2.5363305422432627e-12
528,2.536837511961594e-12
529,2.5373420516236034e-12
530,2.5378441790649978e-12
531,2.5383439119816923e-12
532,2.5388412679309452e-12
533,2.5393362643324844e-12
534,2.5398289184696283e-12
535,2.54031924749039e-12
536,2.540807268408579e-12
537,2.5412929981048913e-12
538,2.5417764533279912e-12
539,2.542257650695582e-12
540,2.54273660669547e-12
541,2.5432133376866176e-12
542,2.5436878599001928e-12
543,2.5441601894406033e-12
544,2.5446303422865243e-12
545,2.5450983342919217e-12
546,2.5455641811870617e-12
547,2.546027898579514e-12
548,2.5464895019551453e-12
549,2.5469490066791102e-12
550,2.5474064279968256e-12
551,2.5478617810349428e-12
552,2.548315080802309e-12
553,2.5487663421909236e-12
554,2.5492155799768834e-12
555,2.5496628088213193e-12
556,2.5501080432713312e-12
557,2.550551297760908e-12
558,2.5509925866118444e-12
559,2.551431924034649e-12
560,2.5518693241294462e-12
561,2.5523048008868647e-12
562,2.552738368188928e-12
563,2.5531700398099303e-12
564,2.5535998294173083e-12
565,2.5540277505725044e-12
566,2.5544538167318234e-12
567,2.5548780412472847e-12
568,2.5553004373674605e-12
569,2.555721018238315e-12
570,2.556139796904031e-12
571,2.5565567863078348e-12
572,2.5569719992928067e-12
573,2.5573854486026933e-12
574,2.557797146882708e-12
575,2.558207106680325e-12
576,2.5586153404460708e-12
577,2.5590218605343006e-12
578,2.5594266792039813e-12
579,2.559829808619454e-12
580,2.560231260851201e-12
581,2.5606310478766007e-12
582,2.561029181580677e-12
583,2.5614256737568455e-12
584,2.5618205361076506e-12
585,2.562213780245495e-12
586,2.562605417693371e-12
587,2.562995459885573e-12
588,2.563383918168418e-12
589,2.563770803800949e-12
590,2.564156127955641e-12
591,2.5645399017190944e-12
592,2.5649221360927254e-12
593,2.5653028419934535e-12
594,2.565682030254379e-12
595,2.5660597116254567e-12
